player_id,player_display_name,position,season,team,games,boom_games,solid_games,bust_games,ppr_std_dev,passing_yards,attempts,completions,passing_air_yards,passing_tds,passing_interceptions,rushing_yards,carries,rushing_tds,targets,receptions,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_yards,receiving_tds,sack_fumbles_lost,rushing_fumbles_lost,receiving_fumbles_lost,fantasy_points,fantasy_points_ppr,total_touches,opportunities,ppr_per_game,opportunities_per_game,touches_per_game,carries_per_game,targets_per_game,attempts_per_game,receptions_per_game,total_yards,total_tds,ppr_per_opportunity,completion_pct,yards_per_attempt,td_rate,int_rate,yards_per_carry,catch_rate,yards_per_target,yards_per_reception,yac_per_reception,air_yards_per_target,tds_per_game,first_downs_per_game,consistency_score,roster_name,birth_date,height,weight,college,years_exp_x,rookie_year,draft_club,draft_number,season_start,age,team_pass_attempts,team_carries,team_targets,team_ppr,team_total_opportunities,team_pass_rate,returning_targets,returning_carries,returning_attempts,vacated_targets,vacated_carries,vacated_attempts,vacated_target_pct,vacated_carry_pct,vacated_pass_pct,target_share,rush_share,opportunity_share,opportunity_score,touch_score,fantasy_score,reliability_score,boom_score,bust_score,overall_player_score,current_team,current_position,status,depth_chart_position,years_exp_y,projected_games,projected_pass_attempts,projected_carries,projected_targets,projected_pass_attempts_per_game,projected_carries_per_game,projected_targets_per_game,temporary_role_score,projection_roster_rank,projection_active,projected_team_player_targets,projected_team_targets,target_scale_factor,projected_completion_pct,projected_yards_per_attempt,projected_yards_per_carry,projected_catch_rate,projected_yards_per_target,projected_passing_td_rate,projected_rushing_td_per_carry,projected_receiving_td_per_target,projected_passing_tds,projected_rushing_tds,projected_receiving_tds,projected_completions,projected_passing_yards,projected_rushing_yards,projected_receptions,projected_receiving_yards,projected_fantasy_points_ppr,projected_ppr_per_game,role_score,team_position_rank,role_label,qb_pass_attempt_share,replacement_ppg,fantasy_war,war_rank,position_rank,value_tier,draft_value_score
00-0031381,Davante Adams,WR,2025,LA,14,1,8,3,6.839385776675988,0,0,0,0,0,0,0,0,0,114,60,1444,117,51,789,14,0,0,0,162.9,222.9,60,114,15.921428571428573,8.142857142857142,4.285714285714286,0.0,8.142857142857142,0.0,4.285714285714286,789,14,1.9552631578947368,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,6.921052631578948,13.15,1.95,12.666666666666666,1.0,3.642857142857143,0.5704288879611313,Davante Adams,1992-12-24,73.0,215.0,Fresno State,11.0,2014.0,GB,53.0,2025-09-01,32.68720054757016,598,465,581,1800.18,1046,0.5625587958607714,682,538,716,15,9,1,0.021520803443328552,0.016453382084095063,0.001394700139470014,0.1962134251290878,0.0,0.1089866156787763,95.2755905511811,88.58267716535433,96.8503937007874,92.51968503937007,91.33858267716536,76.18110236220473,92.89370078740157,LA,WR,ACT,WR,12.0,16,0.0,0.0,138.22197734553058,0.0,0.0,8.98051948051948,143.68831168831167,2.0,True,603.9771004159239,581,0.9619570006874417,0.0,0.0,0.0,0.5728070175438595,7.256042884990253,0.0,0.0,0.09627329192546585,0.0,0.0,13.307084775501393,0.0,0.0,0.0,79.17451860230828,1002.9445952673211,259.31148678204875,16.206967923878047,138.22197734553058,2,WR2,,10.169259972266895,6.037707951611152,9,4,Difference Maker,38.29202371999479
00-0039040,De'Von Achane,RB,2025,MIA,16,3,13,0,7.015364091288015,0,0,0,0,0,0,1350,238,8,85,67,35,552,23,488,4,0,0,0,255.8,322.8,305,323,20.175,20.1875,19.0625,14.875,5.3125,0.0,4.1875,1838,12,0.9993808049535604,0.0,0.0,0.0,0.0,5.6722689075630255,0.788235294117647,5.741176470588235,7.2835820895522385,8.238805970149254,0.4117647058823529,0.75,1.4375,0.6522743944838654,De'Von Achane,2001-10-13,69.0,185.0,Texas A&M,2.0,2023.0,MIA,84.0,2025-09-01,23.88501026694045,479,432,462,1269.48,894,0.5257958287596048,217,404,83,245,28,396,0.5303030303030303,0.06481481481481481,0.826722338204593,0.18398268398268397,0.5509259259259259,0.36129753914988816,96.22641509433963,96.22641509433963,97.48427672955975,91.19496855345912,95.9119496855346,98.42767295597484,95.78616352201259,MIA,RB,ACT,RB,3.0,16,0.0,206.28128342245992,61.2734517777646,0.0,12.892580213903745,4.8642713903743315,284.1096256684492,1.0,True,586.823380671616,462,0.7872896943391104,0.0,0.0,5.729926600703891,0.8090291102461487,5.97683241050381,0.0,0.03690773067331671,0.05789473684210527,0.0,7.613374051502261,3.5474103660811087,0.0,0.0,1181.9766131096917,49.57200617347519,366.2211524887858,271.35648923882314,16.959780577426447,267.5547352002245,1,RB1,,11.124347726249262,5.835432851177185,11,7,Difference Maker,37.65705454459915
00-0037744,Trey McBride,TE,2025,ARI,17,4,10,1,8.366468437617335,0,0,0,0,0,0,0,0,0,169,126,1126,583,63,1239,11,0,0,0,189.9,315.90000000000003,126,169,18.582352941176474,9.941176470588236,7.411764705882353,0.0,9.941176470588236,0.0,7.411764705882353,1239,11,1.8692307692307695,0.0,0.0,0.0,0.0,0.0,0.7455621301775148,7.331360946745562,9.833333333333334,4.626984126984127,6.662721893491124,0.6470588235294118,3.7058823529411766,0.5497626988303429,Trey McBride,1999-11-22,76.0,245.0,Colorado State,3.0,2022.0,ARI,55.0,2025-09-01,25.776865160848732,649,366,617,1504.8600000000001,983,0.6394088669950739,488,193,487,129,173,162,0.20907617504051865,0.4726775956284153,0.24961479198767333,0.2739059967585089,0.0,0.17192268565615462,100.0,100.0,100.0,91.42857142857143,100.0,93.92857142857143,97.67857142857143,ARI,TE,ACT,TE,4.0,16,0.0,0.3,130.85805861958517,0.0,0.01875,8.973897058823528,143.88235294117646,1.0,True,676.9954613360495,617,0.9113798174988521,0.0,0.0,0.6,0.7521418660129007,7.561059757161769,0.0,0.3,0.044726301735647525,0.0,0.09,5.852797014360617,0.0,0.0,0.18,98.42382439296033,989.4256009288612,233.04116657201018,14.565072910750636,131.15805861958518,1,TE1,,8.872173133646344,5.692899777104293,12,1,Difference Maker,35.74703534089679
00-0036554,Nico Collins,WR,2025,HOU,15,0,9,2,6.499252704294988,0,0,0,0,0,0,15,2,1,120,71,1529,324,48,1117,6,0,0,1,155.2,226.20000000000002,73,122,15.080000000000002,8.133333333333333,4.866666666666666,0.13333333333333333,8.0,0.0,4.733333333333333,1132,7,1.8540983606557377,0.0,0.0,0.0,0.0,7.5,0.5916666666666667,9.308333333333334,15.732394366197184,4.563380281690141,12.741666666666667,0.4666666666666667,3.2,0.5690150726594836,Nico Collins,1999-03-19,76.0,222.0,Michigan,4.0,2021.0,HOU,89.0,2025-09-01,26.455852156057496,582,475,553,1379.04,1028,0.5506149479659413,506,371,661,124,157,0,0.19682539682539682,0.29734848484848486,0.0,0.21699819168173598,0.004210526315789474,0.11867704280155641,94.88188976377953,92.51968503937007,96.06299212598425,92.1259842519685,44.09448818897638,85.23622047244095,88.64173228346456,HOU,WR,ACT,WR,5.0,16,0.0,1.2799999999999998,121.46112938294102,0.0,0.07999999999999999,7.928333333333333,128.13333333333333,1.0,True,577.5501486748545,553,0.9574926112802793,0.0,0.0,5.15,0.6486829302196275,10.082468028912983,0.0,0.4166666666666667,0.06008968609865471,0.0,0.5333333333333333,7.2985611378090125,0.0,0.0,6.592,78.78976131591148,1224.627953759166,248.90312351868215,15.556445219917634,122.74112938294103,1,WR1,,10.169259972266895,5.38718524765074,14,5,Difference Maker,34.71414884821252
00-0039067,Rashee Rice,WR,2025,KC,8,2,4,1,8.111532795083447,0,0,0,0,0,0,20,5,1,78,53,338,414,28,571,5,0,0,0,97.1,150.1,58,83,18.7625,10.375,7.25,0.625,9.75,0.0,6.625,591,6,1.808433734939759,0.0,0.0,0.0,0.0,4.0,0.6794871794871795,7.32051282051282,10.773584905660377,7.811320754716981,4.333333333333333,0.75,3.5,0.5676731355052127,Rashee Rice,2000-04-22,73.0,203.0,SMU,2.0,2023.0,KC,55.0,2025-09-01,25.360711841204655,584,430,549,1394.78,979,0.5759368836291914,375,131,557,174,299,27,0.31693989071038253,0.6953488372093023,0.046232876712328765,0.14207650273224043,0.011627906976744186,0.08478038815117467,99.21259842519686,98.81889763779527,98.4251968503937,91.73228346456693,95.86614173228347,94.68503937007874,96.69291338582678,KC,WR,ACT,WR,3.0,16,0.0,6.4,120.74884083818945,0.0,0.4,8.325,139.6,1.0,True,605.6107826160767,549,0.9065228291155365,0.0,0.0,1.7,0.7429214125968691,8.478782441358508,0.0,0.16666666666666666,0.06607929515418502,0.0,1.0666666666666667,7.978998293272431,0.0,0.0,10.88,89.70689940494222,1023.8031515132338,247.4492043159002,15.465575269743763,127.14884083818946,1,WR1,,10.169259972266895,5.296315297476868,15,6,Difference Maker,34.21436412225622
00-0036358,CeeDee Lamb,WR,2025,DAL,13,0,9,1,5.9845099193132745,0,0,0,0,0,0,2,1,0,117,75,1403,323,43,1077,3,0,0,0,125.9,200.9,76,118,15.453846153846154,9.076923076923077,5.846153846153846,0.07692307692307693,9.0,0.0,5.769230769230769,1079,3,1.702542372881356,0.0,0.0,0.0,0.0,2.0,0.6410256410256411,9.205128205128204,14.36,4.306666666666667,11.991452991452991,0.23076923076923078,3.3076923076923075,0.6127494825730584,CeeDee Lamb,1999-04-08,74.0,200.0,Oklahoma,5.0,2020.0,DAL,17.0,2025-09-01,26.401095140314855,624,465,607,1689.5,1072,0.5730027548209367,565,445,624,42,20,0,0.06919275123558484,0.043010752688172046,0.0,0.1927512355848435,0.002150537634408602,0.11007462686567164,97.24409448818898,97.24409448818898,96.45669291338582,94.88188976377953,44.09448818897638,94.68503937007874,90.96456692913387,DAL,WR,ACT,WR,6.0,16,0.0,7.730678733031674,134.01394045493177,0.0,0.4831674208144796,9.669411764705881,162.44126696832578,1.0,True,700.7429730073848,607,0.8662234562195219,0.0,0.0,4.114285714285714,0.6690261964942105,8.891739735015395,0.0,0.05333333333333334,0.040627227369921595,0.0,0.4123028657616893,5.4446148296016466,0.0,0.0,31.806221073044597,89.6588368597646,1191.617079389104,247.14267307815948,15.446417067384967,141.74461918796345,1,WR1,,10.169259972266895,5.277157095118072,16,7,Difference Maker,34.108994009282846
00-0035700,Josh Jacobs,RB,2025,GB,15,2,9,3,9.019222857451798,0,0,0,0,0,0,929,234,13,44,36,-39,304,8,282,1,0,2,0,201.10000000000002,237.1,270,278,15.806666666666667,18.533333333333335,18.0,15.6,2.933333333333333,0.0,2.4,1211,14,0.8528776978417266,0.0,0.0,0.0,0.0,3.97008547008547,0.8181818181818182,6.409090909090909,7.833333333333333,8.444444444444445,-0.8863636363636364,0.9333333333333333,0.5333333333333333,0.42940386814940124,Josh Jacobs,1998-02-11,70.0,220.0,Alabama,6.0,2019.0,OAK,24.0,2025-09-01,27.55373032169747,489,492,460,1420.0,952,0.4984709480122324,317,361,485,181,154,50,0.3634538152610442,0.29902912621359223,0.09345794392523364,0.09565217391304348,0.47560975609756095,0.2920168067226891,91.82389937106919,93.08176100628931,94.33962264150944,77.35849056603774,92.76729559748428,65.72327044025158,87.16981132075473,GB,RB,ACT,RB,7.0,16,0.0,267.1420814479638,49.04860641009289,0.0,16.696380090497737,3.0562594268476624,316.0422322775264,1.0,True,458.60771646654,460,1.0030358920782825,0.0,0.0,4.000614577114228,0.7972907368256206,6.686888262469658,0.0,0.048050413548641195,0.0175054704595186,0.0,12.83628748981945,0.8586189305924357,0.0,0.0,1068.7325052013603,39.10599954497282,327.98255049414416,260.9469436369946,16.309183977312163,316.19068785805666,1,RB1,,11.124347726249262,5.184836251062901,17,8,Difference Maker,34.07877324397059
00-0034844,Saquon Barkley,RB,2025,PHI,16,1,9,3,7.193721220620105,0,0,0,0,0,0,1140,280,7,50,37,31,296,11,273,2,0,0,1,195.3,232.3,317,330,14.51875,20.625,19.8125,17.5,3.125,0.0,2.3125,1413,9,0.703939393939394,0.0,0.0,0.0,0.0,4.071428571428571,0.74,5.46,7.378378378378378,8.0,0.62,0.5625,0.6875,0.504521999440716,Saquon Barkley,1997-02-09,72.0,233.0,Penn State,7.0,2018.0,NYG,2.0,2025-09-01,28.55852156057495,497,478,464,1358.52,942,0.5097435897435898,315,502,532,183,12,0,0.3674698795180723,0.023346303501945526,0.0,0.10775862068965517,0.5857740585774058,0.3503184713375796,97.48427672955975,96.85534591194968,91.19496855345912,81.76100628930818,83.9622641509434,65.72327044025158,87.92452830188678,PHI,RB,ACT,RB,8.0,16,0.0,299.95714285714286,40.20526018106991,0.0,18.74732142857143,3.225892857142857,351.57142857142856,1.0,True,595.6690359313889,464,0.7789560511140032,0.0,0.0,4.558139915004903,0.7368992248062016,5.602868217054263,0.0,0.02936155684533971,0.04809619238476954,0.0,8.807208701165683,1.9337199285484525,0.0,0.0,1367.2466256479706,29.62722506056206,225.26477442691393,253.32393684633533,15.832746052895958,340.16240303821274,1,RB1,,11.124347726249262,4.708398326646696,18,9,Starter,31.458364659681457
00-0037248,James Cook,RB,2025,BUF,17,4,7,2,9.201598326633578,0,0,0,0,0,0,1621,309,12,40,33,56,272,11,291,2,0,3,0,269.2,302.2,342,349,17.776470588235295,20.529411764705884,20.11764705882353,18.176470588235293,2.3529411764705883,0.0,1.9411764705882353,1912,14,0.8659025787965615,0.0,0.0,0.0,0.0,5.2459546925566345,0.825,7.275,8.818181818181818,8.242424242424242,1.4,0.8235294117647058,0.6470588235294118,0.482372033246953,James Cook,1999-09-25,71.0,190.0,Georgia,3.0,2022.0,BUF,63.0,2025-09-01,25.935660506502394,495,547,479,1620.74,1026,0.4750479846449136,479,592,534,74,17,35,0.13381555153707053,0.027914614121510674,0.061511423550087874,0.08350730688935282,0.5648994515539305,0.3401559454191033,96.85534591194968,97.48427672955975,96.85534591194968,80.50314465408806,97.48427672955975,76.41509433962264,91.60377358490568,BUF,RB,ACT,RB,4.0,16,0.0,252.12352941176468,29.82901366651987,0.0,15.757720588235292,2.524264705882353,292.51176470588234,1.0,True,648.5619981325864,479,0.7385569943647506,0.0,0.0,5.032131629896002,0.8280945419103313,7.322490253411305,0.0,0.04242424242424242,0.05687203791469194,0.0,10.696149732620318,1.696436796200182,0.0,0.0,1268.718786993956,24.701243407813784,218.42266184196438,247.77090746432884,15.485681716520553,281.9525430782845,1,RB1,,11.124347726249262,4.361333990271291,19,10,Starter,29.54951080961673
00-0036410,Tee Higgins,WR,2025,CIN,15,2,5,3,8.225870919297991,0,0,0,0,0,0,0,0,0,98,59,1314,166,41,846,11,0,0,0,152.6,211.6,59,98,14.106666666666666,6.533333333333333,3.933333333333333,0.0,6.533333333333333,0.0,3.933333333333333,846,11,2.159183673469388,0.0,0.0,0.0,0.0,0.0,0.6020408163265306,8.63265306122449,14.338983050847459,2.8135593220338984,13.408163265306122,0.7333333333333333,2.7333333333333334,0.41688060590987774,Tee Higgins,1999-01-18,76.0,220.0,Clemson,5.0,2020.0,CIN,33.0,2025-09-01,26.62012320328542,640,381,608,1557.26,989,0.6268364348677767,567,372,515,41,9,125,0.06743421052631579,0.023622047244094488,0.1953125,0.1611842105263158,0.0,0.09908998988877654,85.8267716535433,83.85826771653542,94.09448818897637,80.31496062992126,95.86614173228347,76.18110236220473,87.24409448818896,CIN,WR,ACT,WR,6.0,16,0.0,0.0,112.18209826008429,0.0,0.0,7.258333333333333,116.13333333333333,2.0,True,629.41474407945,608,0.9659767358790267,0.0,0.0,0.0,0.6124641551453995,8.549981769627212,0.0,0.0,0.09803921568627451,0.0,0.0,10.998244927459243,0.0,0.0,0.0,68.70751403330073,959.1548950022493,230.61247309828113,14.41327956864257,112.18209826008429,2,WR2,,10.169259972266895,4.244019596375676,20,8,Starter,28.426737766199665
00-0040128,Tyler Warren,TE,2025,IND,17,0,6,6,4.878381180389297,0,1,0,11,0,0,8,6,1,112,76,602,474,42,817,4,0,0,0,112.5,188.5,82,118,11.088235294117647,6.9411764705882355,4.823529411764706,0.35294117647058826,6.588235294117647,0.058823529411764705,4.470588235294118,825,5,1.597457627118644,0.0,0.0,0.0,0.0,1.3333333333333333,0.6785714285714286,7.294642857142857,10.75,6.2368421052631575,5.375,0.29411764705882354,2.4705882352941178,0.5600398935457929,Tyler Warren,2002-05-24,78.0,261.0,Penn State,0.0,2025.0,IND,14.0,2025-09-01,23.274469541409992,547,442,530,1510.6000000000001,972,0.5530839231547017,383,416,455,147,26,92,0.27735849056603773,0.058823529411764705,0.16819012797074953,0.21132075471698114,0.013574660633484163,0.12139917695473251,97.5,93.92857142857143,93.57142857142857,92.14285714285714,46.07142857142857,56.07142857142857,85.96428571428572,IND,TE,ACT,TE,1.0,16,0.0,5.647058823529412,121.96777219553432,0.058823529411764705,0.35294117647058826,6.588235294117647,112.0,1.0,True,458.05735636912107,530,1.1570603389085288,0.0,0.0,1.3333333333333333,0.6785714285714286,7.294642857142857,0.0,0.16666666666666666,0.03571428571428571,0.0,0.9411764705882353,4.355991864126225,0.0,0.0,7.529411764705882,82.76384541839829,889.7113382477816,204.27093042793382,12.766933151745864,127.61483101906373,1,TE1,,8.872173133646344,3.89476001809952,21,2,Starter,25.857266666370528
00-0033288,George Kittle,TE,2025,SF,11,0,7,3,8.260244328325667,0,0,0,0,0,0,-3,1,0,69,57,460,252,38,628,7,0,0,0,104.5,161.5,58,70,14.681818181818182,6.363636363636363,5.2727272727272725,0.09090909090909091,6.2727272727272725,0.0,5.181818181818182,625,7,2.307142857142857,0.0,0.0,0.0,0.0,-3.0,0.8260869565217391,9.101449275362318,11.017543859649123,4.421052631578948,6.666666666666667,0.6363636363636364,3.4545454545454546,0.4373827392471682,George Kittle,1993-10-09,76.0,250.0,Iowa,8.0,2017.0,SF,146.0,2025-09-01,31.89596167008898,574,481,550,1568.22,1031,0.5440758293838862,425,435,636,182,98,1,0.29983525535420097,0.18386491557223264,0.0015698587127158557,0.12545454545454546,0.002079002079002079,0.06789524733268672,95.71428571428572,98.57142857142858,98.57142857142858,85.71428571428571,46.07142857142857,77.5,87.78571428571429,SF,TE,ACT,TE,9.0,16,0.0,0.9272727272727274,82.60670523044206,0.0,0.05795454545454546,6.141363636363637,99.18909090909091,1.0,True,654.2326055643703,550,0.840679592123883,0.0,0.0,-1.1,0.8064240929180799,10.347178538390379,0.0,0.0,0.08798017348203221,0.0,0.0,7.267752256953391,0.0,0.0,0.0,66.61603733441045,854.7463274875704,195.59518362488785,12.22469897655549,83.53397795771478,1,TE1,,8.872173133646344,3.352525842909147,22,3,Starter,22.874978702823476
00-0037238,Drake London,WR,2025,ATL,12,3,4,3,11.453949299060762,0,0,0,0,0,0,0,0,0,112,68,1221,229,46,919,7,0,0,1,133.9,201.9,68,112,16.825,9.333333333333334,5.666666666666667,0.0,9.333333333333334,0.0,5.666666666666667,919,7,1.8026785714285716,0.0,0.0,0.0,0.0,0.0,0.6071428571428571,8.205357142857142,13.514705882352942,3.3676470588235294,10.901785714285714,0.5833333333333334,3.8333333333333335,0.31923035369624,Drake London,2001-07-24,76.0,210.0,USC,3.0,2022.0,ATL,8.0,2025-09-01,24.10677618069815,545,477,519,1330.22,996,0.5332681017612525,368,317,276,151,160,269,0.2909441233140655,0.33542976939203356,0.4935779816513762,0.21579961464354527,0.0,0.11244979919678715,97.63779527559055,96.8503937007874,97.63779527559055,72.04724409448819,97.63779527559055,76.18110236220473,90.3740157480315,ATL,WR,ACT,WR,4.0,16,0.0,0.2823529411764706,122.3392106342565,0.0125,0.01764705882352941,8.829901960784316,141.7607843137255,1.0,True,599.3459129106188,519,0.8659440046559541,0.2,4.4,-0.9,0.618899391747493,8.161424256123622,0.0,0.0,0.05263157894736842,0.0,0.0,6.438905822855605,0.0,0.0,0.0,75.71566304840978,998.462201145438,214.20510633538134,13.387819145961334,122.62156357543297,1,WR1,,10.169259972266895,3.2185591736944392,23,9,Starter,22.78670544145286
00-0039064,Zay Flowers,WR,2025,BAL,17,2,9,2,7.483054385822441,0,0,0,0,0,0,62,10,1,118,86,1204,458,48,1211,5,0,0,3,157.3,243.3,96,128,14.311764705882354,7.529411764705882,5.647058823529412,0.5882352941176471,6.9411764705882355,0.0,5.0588235294117645,1273,6,1.90078125,0.0,0.0,0.0,0.0,6.2,0.7288135593220338,10.26271186440678,14.081395348837209,5.325581395348837,10.203389830508474,0.35294117647058826,2.823529411764706,0.47713964422942257,Zay Flowers,2000-09-11,69.0,183.0,Boston College,2.0,2023.0,BAL,22.0,2025-09-01,24.971937029431896,422,507,407,1331.1200000000001,914,0.4542518837459634,293,443,370,114,64,52,0.2800982800982801,0.126232741617357,0.12322274881516587,0.28992628992628994,0.01972386587771203,0.1400437636761488,92.51968503937007,96.45669291338582,95.2755905511811,87.79527559055119,95.86614173228347,85.23622047244095,92.00787401574802,BAL,WR,ACT,WR,3.0,16,0.0,8.847058823529412,107.96592935873728,0.0,0.5529411764705883,6.867647058823529,118.72941176470587,1.0,True,414.22435681965095,407,0.982559314292577,0.0,0.0,6.366666666666667,0.698378682598437,9.459037924540555,0.0,0.07526881720430106,0.040727902946273827,0.0,0.6659076533839342,4.397225892426908,0.0,0.0,56.32627450980393,75.40110351107086,1021.2538203625625,213.53791427317256,13.346119642073285,116.8129881822667,1,WR1,,10.169259972266895,3.1768596698063902,24,10,Starter,22.557358170068593
00-0036389,Jalen Hurts,QB,2025,PHI,16,3,10,1,7.583037979596305,3224,454,294,4072,25,6,421,105,8,0,0,0,0,0,0,0,1,2,0,301.06,301.06,105,105,18.81625,6.5625,6.5625,6.5625,0.0,28.375,0.0,3645,33,2.867238095238095,0.6475770925110133,7.101321585903084,0.05506607929515418,0.013215859030837005,4.0095238095238095,0.0,0.0,0.0,0.0,0.0,2.0625,0.0,0.5969952578438156,Jalen Hurts,1998-08-07,73.0,223.0,Oklahoma; Alabama,5.0,2020.0,PHI,53.0,2025-09-01,27.069130732375086,497,478,464,1358.52,942,0.5097435897435898,315,502,532,183,12,0,0.3674698795180723,0.023346303501945526,0.0,0.0,0.2196652719665272,0.11146496815286625,96.34146341463415,96.34146341463415,92.6829268292683,78.04878048780488,86.58536585365853,84.14634146341463,89.39024390243901,PHI,QB,ACT,QB,6.0,17,487.06,138.18125,0.0,27.736911764705884,8.128308823529412,0.0,609.70875,1.0,True,595.6690359313889,464,0.7789560511140032,0.660737747668352,7.397326910407185,4.035462541704581,0.0,0.0,0.05104167427464564,0.08688906128782001,0.0,24.067553066537975,12.006439100077579,0.0,311.55601831368887,3488.043064747024,557.6252583409162,0.0,0.0,363.59309529058993,21.387829134740585,609.70875,1,QB1,0.98,19.064800919995758,2.323028214744827,32,2,Depth,22.309055641094428
00-0038597,Chase Brown,RB,2025,CIN,17,3,9,1,7.3461324358267515,0,0,0,0,0,0,1019,232,6,88,69,46,450,18,437,5,0,0,0,213.6,282.6,301,320,16.623529411764707,18.823529411764707,17.705882352941178,13.647058823529411,5.176470588235294,0.0,4.0588235294117645,1456,11,0.883125,0.0,0.0,0.0,0.0,4.392241379310345,0.7840909090909091,4.965909090909091,6.333333333333333,6.521739130434782,0.5227272727272727,0.6470588235294118,1.0588235294117647,0.5580882823458784,Chase Brown,2000-03-21,70.0,210.0,Illinois; Western Michigan,2.0,2023.0,CIN,163.0,2025-09-01,25.44832306639288,640,381,608,1557.26,989,0.6268364348677767,567,372,515,41,9,125,0.06743421052631579,0.023622047244094488,0.1953125,0.14473684210526316,0.6089238845144357,0.3235591506572295,92.45283018867924,91.82389937106919,96.22641509433963,85.53459119496856,95.9119496855346,90.25157232704403,92.32704402515722,CIN,RB,ACT,RB,3.0,16,0.0,189.6098039215686,62.70325459073564,0.0,11.850612745098038,4.056985294117647,254.52156862745096,1.0,True,629.41474407945,608,0.9659767358790267,0.0,0.0,4.3067002847325835,0.8279428904428905,6.224493006993006,0.0,0.02635658914728682,0.058646616541353384,0.0,4.997467700258397,3.677333727877729,0.0,0.0,816.5925965371089,51.91471384603011,390.2959697157361,224.65237904013134,14.040773690008209,252.31305851230425,1,RB1,,11.124347726249262,2.9164259637589467,26,11,Depth,21.602516663798838
00-0039338,Brock Bowers,TE,2025,LV,12,1,5,1,10.123674623316766,0,0,0,0,0,0,2,2,0,86,64,560,305,36,680,7,0,0,0,112.20000000000002,176.2,66,88,14.683333333333332,7.333333333333333,5.5,0.16666666666666666,7.166666666666667,0.0,5.333333333333333,682,7,2.002272727272727,0.0,0.0,0.0,0.0,1.0,0.7441860465116279,7.906976744186046,10.625,4.765625,6.511627906976744,0.5833333333333334,3.0,0.3105329427934097,Brock Bowers,2002-12-13,75.0,230.0,Georgia,1.0,2024.0,LV,13.0,2025-09-01,22.718685831622178,515,369,494,1125.8,863,0.582579185520362,389,289,22,105,80,493,0.2125506072874494,0.21680216802168023,0.9572815533980582,0.17408906882591094,0.005420054200542005,0.10196987253765932,99.28571428571429,99.28571428571429,99.28571428571429,73.57142857142858,95.0,93.92857142857143,93.17857142857143,LV,TE,ACT,TE,2.0,16,0.0,3.4313725490196076,102.15051170243251,0.0,0.21446078431372548,7.854166666666667,129.09803921568627,1.0,True,607.7241542770954,494,0.8128687933880571,0.0,0.0,1.6,0.739626082991336,7.868331053351573,0.0,0.0,0.0562429696287964,0.0,0.0,5.745248127245923,0.0,0.0,5.490196078431373,75.5531828460308,803.754043344003,190.94909555174976,11.93431847198436,105.58188425145212,1,TE1,,8.872173133646344,3.0621453383380164,25,4,Starter,21.277885927682263
00-0034796,Lamar Jackson,QB,2025,BAL,13,4,4,4,9.083921834617243,2549,302,192,2648,21,7,349,67,2,0,0,0,0,0,0,0,3,0,0,214.85999999999999,214.85999999999999,67,67,16.527692307692305,5.153846153846154,5.153846153846154,5.153846153846154,0.0,23.23076923076923,0.0,2898,23,3.2068656716417907,0.6357615894039735,8.440397350993377,0.0695364238410596,0.023178807947019868,5.208955223880597,0.0,0.0,0.0,0.0,0.0,1.7692307692307692,0.0,0.45038171902623025,Lamar Jackson,1997-01-07,74.0,205.0,Louisville,7.0,2018.0,BAL,32.0,2025-09-01,28.648870636550306,422,507,407,1331.1200000000001,914,0.4542518837459634,293,443,370,114,64,52,0.2800982800982801,0.126232741617357,0.12322274881516587,0.0,0.13214990138067062,0.07330415754923414,89.02439024390245,89.02439024390245,81.70731707317073,52.4390243902439,94.51219512195121,16.463414634146346,72.80487804878048,BAL,QB,ACT,QB,8.0,17,413.56,116.95769230769231,0.0,25.69259049773756,6.879864253393666,0.0,553.7317307692308,1.0,True,414.22435681965095,407,0.982559314292577,0.6522352804787921,8.470333013363348,5.68875721528465,0.0,0.0,0.07122086128484856,0.03053435114503817,0.0,31.107423206092342,3.5712272460364067,0.0,284.8794374818163,3699.6215573608024,665.3439159984267,0.0,0.0,360.3763101948626,21.19860648205074,553.7317307692308,1,QB1,0.98,19.064800919995758,2.133805562054981,36,3,Depth,21.268331051300272
